id,descricao,valor,data_transacao,categoria_nome
22448,JUROS PIX CREDITO,0.46,2026-04-12T03:00:00,JUROS E ENCARGOS
22456,JUROS PIX CREDITO,1.31,2026-04-10T03:00:00,JUROS E ENCARGOS
22464,JUROS PIX CREDITO,0.51,2026-04-09T03:00:00,JUROS E ENCARGOS
22472,JUROS PIX CREDITO,1.05,2026-04-08T03:00:00,JUROS E ENCARGOS
22490,IOF DIARIO DB PF,0.2,2026-04-05T03:00:00,JUROS E ENCARGOS
22491,IOF ADICIONAL DB PF,1.12,2026-04-05T03:00:00,JUROS E ENCARGOS
22492,ENCARGOS ROTATIVO,205.92,2026-04-05T03:00:00,JUROS E ENCARGOS
22493,MULTA POR ATRASO,41.12,2026-04-05T03:00:00,JUROS E ENCARGOS
22494,JUROS DE MORA,0.87,2026-04-05T03:00:00,JUROS E ENCARGOS
22495,JUROS DE MORA,0.06,2026-04-05T03:00:00,JUROS E ENCARGOS
22496,JUROS DE MORA,5.13,2026-04-05T03:00:00,JUROS E ENCARGOS
22497,JUROS DE MORA,0.39,2026-04-05T03:00:00,JUROS E ENCARGOS
22498,IOF ADICIONAL DB PF,0.5,2026-04-05T03:00:00,JUROS E ENCARGOS
22499,IOF ADICIONAL DB PF,0.08,2026-04-05T03:00:00,JUROS E ENCARGOS
22500,IOF DIARIO DB PF,0.22,2026-04-05T03:00:00,JUROS E ENCARGOS
22501,IOF ADICIONAL DB PF,6.68,2026-04-05T03:00:00,JUROS E ENCARGOS
22502,ENCARGOS ROTATIVO,6.24,2026-04-05T03:00:00,JUROS E ENCARGOS
22503,IOF DIARIO DB PF,2.91,2026-04-05T03:00:00,JUROS E ENCARGOS
22504,IOF DIARIO DB PF,0.02,2026-04-05T03:00:00,JUROS E ENCARGOS
22487,ENCARGOS ROTATIVO,15.56,2026-04-05T03:00:00,JUROS E ENCARGOS
22488,ENCARGOS ROTATIVO,0.7,2026-04-05T03:00:00,JUROS E ENCARGOS
22489,JUROS PROJETADOS,0.04,2026-04-05T03:00:00,JUROS E ENCARGOS
22445,JUROS PARCELADO,0.69,2026-03-13T03:00:00,JUROS E ENCARGOS
22570,JUROS DE MORA,0.14,2026-03-05T03:00:00,JUROS E ENCARGOS
22560,IOF ADICIONAL DB PF,0.11,2026-03-05T03:00:00,JUROS E ENCARGOS
22561,ENCARGOS ROTATIVO,2.28,2026-03-05T03:00:00,JUROS E ENCARGOS
22562,JUROS DE MORA,0.21,2026-03-05T03:00:00,JUROS E ENCARGOS
22563,ENCARGOS ROTATIVO,2.19,2026-03-05T03:00:00,JUROS E ENCARGOS
22564,IOF ADICIONAL DB PF,0.6,2026-03-05T03:00:00,JUROS E ENCARGOS
22565,MULTA POR ATRASO,35.06,2026-03-05T03:00:00,JUROS E ENCARGOS
22566,ENCARGOS ROTATIVO,0.69,2026-03-05T03:00:00,JUROS E ENCARGOS
22567,IOF DIARIO DB PF,1.35,2026-03-05T03:00:00,JUROS E ENCARGOS
22568,IOF DIARIO DB PF,0.05,2026-03-05T03:00:00,JUROS E ENCARGOS
22569,IOF ADICIONAL DB PF,6.01,2026-03-05T03:00:00,JUROS E ENCARGOS
22571,JUROS DE MORA,2.03,2026-03-05T03:00:00,JUROS E ENCARGOS
22572,IOF DIARIO DB PF,0.07,2026-03-05T03:00:00,JUROS E ENCARGOS
22573,IOF ADICIONAL DB PF,0.39,2026-03-05T03:00:00,JUROS E ENCARGOS
22574,JUROS DE MORA,0.04,2026-03-05T03:00:00,JUROS E ENCARGOS
22575,JUROS PROJETADOS,0.4,2026-03-05T03:00:00,JUROS E ENCARGOS
22576,ENCARGOS ROTATIVO,96.2,2026-03-05T03:00:00,JUROS E ENCARGOS
22603,JUROS PIX CREDITO,1.01,2026-02-24T03:00:00,JUROS E ENCARGOS
22604,IOF ADICIONAL DB PF,0.05,2026-02-24T03:00:00,JUROS E ENCARGOS
22605,JUROS PIX CREDITO,0.97,2026-02-24T03:00:00,JUROS E ENCARGOS
22606,IOF DIARIO DB PF,0.01,2026-02-24T03:00:00,JUROS E ENCARGOS
22608,IOF DIARIO DB PF,0.01,2026-02-24T03:00:00,JUROS E ENCARGOS
22602,IOF ADICIONAL DB PF,0.04,2026-02-24T03:00:00,JUROS E ENCARGOS
22623,JUROS PIX CREDITO,0.58,2026-02-23T03:00:00,JUROS E ENCARGOS
22618,IOF ADICIONAL DB PF,0.02,2026-02-23T03:00:00,JUROS E ENCARGOS
22621,IOF ADICIONAL DB PF,0.02,2026-02-23T03:00:00,JUROS E ENCARGOS
22622,JUROS PIX CREDITO,0.45,2026-02-23T03:00:00,JUROS E ENCARGOS
22617,IOF ADICIONAL DB PF,0.01,2026-02-23T03:00:00,JUROS E ENCARGOS
22635,IOF ADICIONAL DB PF,0.03,2026-02-22T03:00:00,JUROS E ENCARGOS
22637,IOF DIARIO DB PF,0.01,2026-02-22T03:00:00,JUROS E ENCARGOS
22638,JUROS PIX CREDITO,0.28,2026-02-22T03:00:00,JUROS E ENCARGOS
22643,IOF ADICIONAL DB PF,0.03,2026-02-22T03:00:00,JUROS E ENCARGOS
22641,JUROS PIX CREDITO,0.28,2026-02-22T03:00:00,JUROS E ENCARGOS
22639,IOF ADICIONAL DB PF,0.01,2026-02-22T03:00:00,JUROS E ENCARGOS
22634,IOF ADICIONAL DB PF,0.02,2026-02-22T03:00:00,JUROS E ENCARGOS
22636,IOF ADICIONAL DB PF,0.02,2026-02-22T03:00:00,JUROS E ENCARGOS
22660,JUROS PIX CREDITO,0.6,2026-02-21T03:00:00,JUROS E ENCARGOS
22658,JUROS PIX CREDITO,0.4,2026-02-21T03:00:00,JUROS E ENCARGOS
22661,JUROS PIX CREDITO,0.9,2026-02-21T03:00:00,JUROS E ENCARGOS
22662,JUROS PIX CREDITO,0.7,2026-02-21T03:00:00,JUROS E ENCARGOS
22684,IOF ADICIONAL DB PF,0.02,2026-02-18T03:00:00,JUROS E ENCARGOS
22685,IOF ADICIONAL DB PF,0.06,2026-02-18T03:00:00,JUROS E ENCARGOS
22686,JUROS PIX CREDITO,0.35,2026-02-18T03:00:00,JUROS E ENCARGOS
22680,IOF ADICIONAL DB PF,0.02,2026-02-18T03:00:00,JUROS E ENCARGOS
22681,IOF ADICIONAL DB PF,0.01,2026-02-18T03:00:00,JUROS E ENCARGOS
22682,IOF DIARIO DB PF,0.03,2026-02-18T03:00:00,JUROS E ENCARGOS
22697,JUROS PIX CREDITO,0.54,2026-02-17T03:00:00,JUROS E ENCARGOS
